Raw Data 		Experiment - Edward qPCR Txn Inhibitors HS 2018-06-15 plate 1 (Run on LCS480 1.5.0.39)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	483-533	
A1	Sample 1	3	1	1	1813300	81.93	0.46
A1	Sample 1	3	1	1	1813867	82.1	0.39
A1	Sample 1	3	1	1	1814417	82.29	0.36
A1	Sample 1	3	1	1	1814967	82.51	0.33
A1	Sample 1	3	1	1	1815534	82.71	0.31
A1	Sample 1	3	1	1	1816117	82.87	0.31
A1	Sample 1	3	1	1	1816650	83.07	0.31
A1	Sample 1	3	1	1	1817184	83.27	0.30
A1	Sample 1	3	1	1	1817750	83.48	0.30
A1	Sample 1	3	1	1	1818317	83.65	0.30
A1	Sample 1	3	1	1	1818867	83.83	0.30
A1	Sample 1	3	1	1	1819434	84.03	0.29
A1	Sample 1	3	1	1	1820000	84.21	0.30
A1	Sample 1	3	1	1	1820584	84.45	0.29
A1	Sample 1	3	1	1	1821150	84.62	0.27
A1	Sample 1	3	1	1	1821717	84.8	0.30
A1	Sample 1	3	1	1	1822284	85.01	0.28
A1	Sample 1	3	1	1	1822867	85.23	0.30
A1	Sample 1	3	1	1	1823417	85.4	0.28
A1	Sample 1	3	1	1	1823984	85.58	0.28
A1	Sample 1	3	1	1	1824567	85.79	0.28
A1	Sample 1	3	1	1	1825134	86	0.29
A1	Sample 1	3	1	1	1825717	86.17	0.28
A1	Sample 1	3	1	1	1826284	86.39	0.28
A1	Sample 1	3	1	1	1826817	86.54	0.29
A1	Sample 1	3	1	1	1827400	86.75	0.28
A1	Sample 1	3	1	1	1827934	86.95	0.29
A1	Sample 1	3	1	1	1828500	87.13	0.29
A1	Sample 1	3	1	1	1829100	87.34	0.26
A1	Sample 1	3	1	1	1829667	87.52	0.29
A1	Sample 1	3	1	1	1830234	87.7	0.28
A1	Sample 1	3	1	1	1830817	87.91	0.26
A1	Sample 1	3	1	1	1831384	88.16	0.28
A1	Sample 1	3	1	1	1831934	88.33	0.27
A1	Sample 1	3	1	1	1832500	88.49	0.27
A1	Sample 1	3	1	1	1833034	88.7	0.29
A1	Sample 1	3	1	1	1833617	88.89	0.27
A1	Sample 1	3	1	1	1834184	89.1	0.26
A1	Sample 1	3	1	1	1834750	89.28	0.28
A1	Sample 1	3	1	1	1835317	89.46	0.28
A1	Sample 1	3	1	1	1835884	89.66	0.26
A1	Sample 1	3	1	1	1836467	89.86	0.26
A1	Sample 1	3	1	1	1837050	90.09	0.28
A1	Sample 1	3	1	1	1837617	90.24	0.26
A1	Sample 1	3	1	1	1838184	90.43	0.26
A1	Sample 1	3	1	1	1838750	90.65	0.26
A1	Sample 1	3	1	1	1839317	90.83	0.27
A1	Sample 1	3	1	1	1839884	91.05	0.26
A1	Sample 1	3	1	1	1840450	91.22	0.26
A1	Sample 1	3	1	1	1841017	91.42	0.26
A1	Sample 1	3	1	1	1841617	91.6	0.27
A1	Sample 1	3	1	1	1842134	91.82	0.27
A1	Sample 1	3	1	1	1842717	92.01	0.27
A1	Sample 1	3	1	1	1843300	92.2	0.26
A1	Sample 1	3	1	1	1843867	92.38	0.25
A1	Sample 1	3	1	1	1844434	92.61	0.25
A1	Sample 1	3	1	1	1845017	92.79	0.27
A1	Sample 1	3	1	1	1845584	92.99	0.27
A1	Sample 1	3	1	1	1846150	93.2	0.27
A1	Sample 1	3	1	1	1846717	93.34	0.24
A1	Sample 1	3	1	1	1847284	93.56	0.25
A1	Sample 1	3	1	1	1847851	93.78	0.26
A1	Sample 1	3	1	1	1848384	93.97	0.25
A1	Sample 1	3	1	1	1848950	94.16	0.25
A1	Sample 1	3	1	1	1849517	94.29	0.25
A1	Sample 1	3	1	1	1850067	94.52	0.27
A1	Sample 1	3	1	1	1850634	94.74	0.26
A2	Sample 2	2	2	1	230650	59.92	0.38
A2	Sample 2	2	2	2	269250	59.82	0.76
A2	Sample 2	2	2	3	307967	59.82	0.63
A2	Sample 2	2	2	4	346767	59.84	0.63
A2	Sample 2	2	2	5	385384	59.83	0.63
A2	Sample 2	2	2	6	424200	59.81	0.76
A2	Sample 2	2	2	7	462967	59.83	0.63
A2	Sample 2	2	2	8	501817	59.82	0.89
A2	Sample 2	2	2	9	540567	59.82	0.13
A2	Sample 2	2	2	10	579350	59.82	0.76
A2	Sample 2	2	2	11	617984	59.82	0.25
A2	Sample 2	2	2	12	656767	59.82	0.63
A2	Sample 2	2	2	13	695500	59.82	0.89
A2	Sample 2	2	2	14	734250	59.82	2.02
A2	Sample 2	2	2	15	772851	59.82	1.64
A2	Sample 2	2	2	16	811600	59.81	2.54
A2	Sample 2	2	2	17	850267	59.84	3.30
A2	Sample 2	2	2	18	889067	59.83	3.67
A2	Sample 2	2	2	19	927851	59.83	4.55
A2	Sample 2	2	2	20	966550	59.83	5.32
A2	Sample 2	2	2	21	1005384	59.84	5.57
A2	Sample 2	2	2	22	1044167	59.81	7.09
A2	Sample 2	2	2	23	1082884	59.81	6.81
A2	Sample 2	2	2	24	1121534	59.81	6.96
A2	Sample 2	2	2	25	1160167	59.81	7.11
A2	Sample 2	2	2	26	1198950	59.81	7.49
A2	Sample 2	2	2	27	1237650	59.83	7.62
A2	Sample 2	2	2	28	1276317	59.83	8.24
A2	Sample 2	2	2	29	1315067	59.82	8.74
A2	Sample 2	2	2	30	1353867	59.82	8.36
A2	Sample 2	2	2	31	1392617	59.83	8.98
A2	Sample 2	2	2	32	1431367	59.83	9.48
A2	Sample 2	2	2	33	1470134	59.84	9.11
A2	Sample 2	2	2	34	1508851	59.84	9.47
A2	Sample 2	2	2	35	1547650	59.84	9.25
A2	Sample 2	2	2	36	1586350	59.83	8.84
A2	Sample 2	2	2	37	1625034	59.82	9.09
A2	Sample 2	2	2	38	1663734	59.82	10.04
A2	Sample 2	2	2	39	1702417	59.82	9.24
A2	Sample 2	2	2	40	1741150	59.81	9.35
A2	Sample 2	3	1	1	1748667	59.91	8.58
A2	Sample 2	3	1	1	1749200	59.88	8.64
A2	Sample 2	3	1	1	1749767	59.71	8.64
A2	Sample 2	3	1	1	1750334	59.71	8.65
A2	Sample 2	3	1	1	1750900	59.87	8.69
A2	Sample 2	3	1	1	1751467	60.17	8.71
A2	Sample 2	3	1	1	1752050	60.52	8.67
A2	Sample 2	3	1	1	1752617	60.82	8.64
A2	Sample 2	3	1	1	1753150	61.1	8.57
A2	Sample 2	3	1	1	1753734	61.35	8.59
A2	Sample 2	3	1	1	1754317	61.54	8.52
A2	Sample 2	3	1	1	1754867	61.77	8.48
A2	Sample 2	3	1	1	1755450	61.99	8.45
A2	Sample 2	3	1	1	1756017	62.15	8.42
A2	Sample 2	3	1	1	1756617	62.38	8.33
A2	Sample 2	3	1	1	1757184	62.63	8.29
A2	Sample 2	3	1	1	1757717	62.81	8.25
A2	Sample 2	3	1	1	1758317	63.03	8.22
A2	Sample 2	3	1	1	1758884	63.23	8.18
A2	Sample 2	3	1	1	1759434	63.47	8.15
A2	Sample 2	3	1	1	1760034	63.66	8.08
A2	Sample 2	3	1	1	1760600	63.86	8.04
A2	Sample 2	3	1	1	1761134	64.05	8.04
A2	Sample 2	3	1	1	1761700	64.21	7.99
A2	Sample 2	3	1	1	1762284	64.46	7.92
A2	Sample 2	3	1	1	1762817	64.64	7.93
A2	Sample 2	3	1	1	1763384	64.84	7.85
A2	Sample 2	3	1	1	1763950	65.02	7.83
A2	Sample 2	3	1	1	1764517	65.2	7.76
A2	Sample 2	3	1	1	1765100	65.41	7.78
A2	Sample 2	3	1	1	1765667	65.65	7.68
A2	Sample 2	3	1	1	1766250	65.83	7.72
A2	Sample 2	3	1	1	1766834	66.03	7.64
A2	Sample 2	3	1	1	1767417	66.21	7.60
A2	Sample 2	3	1	1	1767967	66.44	7.59
A2	Sample 2	3	1	1	1768534	66.62	7.54
A2	Sample 2	3	1	1	1769067	66.76	7.51
A2	Sample 2	3	1	1	1769650	67	7.47
A2	Sample 2	3	1	1	1770234	67.17	7.44
A2	Sample 2	3	1	1	1770784	67.38	7.42
A2	Sample 2	3	1	1	1771384	67.58	7.39
A2	Sample 2	3	1	1	1771917	67.76	7.36
A2	Sample 2	3	1	1	1772467	67.97	7.34
A2	Sample 2	3	1	1	1773050	68.18	7.30
A2	Sample 2	3	1	1	1773617	68.35	7.24
A2	Sample 2	3	1	1	1774184	68.53	7.20
A2	Sample 2	3	1	1	1774734	68.72	7.22
A2	Sample 2	3	1	1	1775284	68.93	7.18
A2	Sample 2	3	1	1	1775884	69.14	7.09
A2	Sample 2	3	1	1	1776467	69.34	7.14
A2	Sample 2	3	1	1	1777034	69.48	7.11
A2	Sample 2	3	1	1	1777584	69.71	7.07
A2	Sample 2	3	1	1	1778167	69.92	7.04
A2	Sample 2	3	1	1	1778717	70.1	7.03
A2	Sample 2	3	1	1	1779267	70.29	7.00
A2	Sample 2	3	1	1	1779800	70.45	6.95
A2	Sample 2	3	1	1	1780384	70.68	6.93
A2	Sample 2	3	1	1	1780934	70.87	6.91
A2	Sample 2	3	1	1	1781517	71.05	6.91
A2	Sample 2	3	1	1	1782067	71.22	6.89
A2	Sample 2	3	1	1	1782650	71.45	6.87
A2	Sample 2	3	1	1	1783217	71.62	6.84
A2	Sample 2	3	1	1	1783784	71.86	6.84
A2	Sample 2	3	1	1	1784367	72.05	6.80
A2	Sample 2	3	1	1	1784934	72.24	6.78
A2	Sample 2	3	1	1	1785500	72.41	6.73
A2	Sample 2	3	1	1	1786050	72.61	6.75
A2	Sample 2	3	1	1	1786634	72.78	6.73
A2	Sample 2	3	1	1	1787200	73.01	6.74
A2	Sample 2	3	1	1	1787750	73.18	6.72
A2	Sample 2	3	1	1	1788317	73.36	6.67
A2	Sample 2	3	1	1	1788900	73.58	6.66
A2	Sample 2	3	1	1	1789467	73.79	6.67
A2	Sample 2	3	1	1	1790000	73.96	6.60
A2	Sample 2	3	1	1	1790584	74.16	6.60
A2	Sample 2	3	1	1	1791150	74.36	6.57
A2	Sample 2	3	1	1	1791717	74.54	6.52
A2	Sample 2	3	1	1	1792317	74.73	6.48
A2	Sample 2	3	1	1	1792867	74.93	6.45
A2	Sample 2	3	1	1	1793434	75.14	6.42
A2	Sample 2	3	1	1	1794034	75.33	6.36
A2	Sample 2	3	1	1	1794584	75.54	6.32
A2	Sample 2	3	1	1	1795184	75.71	6.26
A2	Sample 2	3	1	1	1795750	75.94	6.27
A2	Sample 2	3	1	1	1796317	76.11	6.21
A2	Sample 2	3	1	1	1796884	76.32	6.14
A2	Sample 2	3	1	1	1797467	76.51	6.09
A2	Sample 2	3	1	1	1798034	76.72	6.05
A2	Sample 2	3	1	1	1798617	76.89	6.02
A2	Sample 2	3	1	1	1799184	77.12	5.95
A2	Sample 2	3	1	1	1799767	77.32	5.88
A2	Sample 2	3	1	1	1800334	77.5	5.87
A2	Sample 2	3	1	1	1800867	77.66	5.81
A2	Sample 2	3	1	1	1801467	77.89	5.75
A2	Sample 2	3	1	1	1802034	78.07	5.67
A2	Sample 2	3	1	1	1802567	78.27	5.65
A2	Sample 2	3	1	1	1803150	78.45	5.56
A2	Sample 2	3	1	1	1803684	78.64	5.49
A2	Sample 2	3	1	1	1804250	78.85	5.44
A2	Sample 2	3	1	1	1804817	79.02	5.33
A2	Sample 2	3	1	1	1805384	79.22	5.30
A2	Sample 2	3	1	1	1805950	79.4	5.22
A2	Sample 2	3	1	1	1806534	79.63	5.16
A2	Sample 2	3	1	1	1807117	79.8	5.08
A2	Sample 2	3	1	1	1807650	80.04	5.00
A2	Sample 2	3	1	1	1808217	80.15	4.91
A2	Sample 2	3	1	1	1808784	80.38	4.78
A2	Sample 2	3	1	1	1809317	80.55	4.62
A2	Sample 2	3	1	1	1809900	80.79	4.40
A2	Sample 2	3	1	1	1810450	80.96	4.08
A2	Sample 2	3	1	1	1811000	81.11	3.67
A2	Sample 2	3	1	1	1811584	81.33	3.02
A2	Sample 2	3	1	1	1812167	81.58	2.31
A2	Sample 2	3	1	1	1812734	81.78	1.59
A2	Sample 2	3	1	1	1813300	81.93	1.02
A2	Sample 2	3	1	1	1813867	82.1	0.71
A2	Sample 2	3	1	1	1814417	82.29	0.53
A2	Sample 2	3	1	1	1814967	82.51	0.43
A2	Sample 2	3	1	1	1815534	82.71	0.40
A2	Sample 2	3	1	1	1816117	82.87	0.39
A2	Sample 2	3	1	1	1816650	83.07	0.38
A2	Sample 2	3	1	1	1817184	83.27	0.34
A2	Sample 2	3	1	1	1817750	83.48	0.35
A2	Sample 2	3	1	1	1818317	83.65	0.36
A2	Sample 2	3	1	1	1818867	83.83	0.35
A2	Sample 2	3	1	1	1819434	84.03	0.36
A2	Sample 2	3	1	1	1820000	84.21	0.34
A2	Sample 2	3	1	1	1820584	84.45	0.35
A2	Sample 2	3	1	1	1821150	84.62	0.33
A2	Sample 2	3	1	1	1821717	84.8	0.34
A2	Sample 2	3	1	1	1822284	85.01	0.33
A2	Sample 2	3	1	1	1822867	85.23	0.33
A2	Sample 2	3	1	1	1823417	85.4	0.34
A2	Sample 2	3	1	1	1823984	85.58	0.32
A2	Sample 2	3	1	1	1824567	85.79	0.35
A2	Sample 2	3	1	1	1825134	86	0.34
A2	Sample 2	3	1	1	1825717	86.17	0.33
A2	Sample 2	3	1	1	1826284	86.39	0.33
A2	Sample 2	3	1	1	1826817	86.54	0.33
A2	Sample 2	3	1	1	1827400	86.75	0.32
A2	Sample 2	3	1	1	1827934	86.95	0.32
A2	Sample 2	3	1	1	1828500	87.13	0.33
A2	Sample 2	3	1	1	1829100	87.34	0.32
A2	Sample 2	3	1	1	1829667	87.52	0.34
A2	Sample 2	3	1	1	1830234	87.7	0.30
A2	Sample 2	3	1	1	1830817	87.91	0.31
A2	Sample 2	3	1	1	1831384	88.16	0.32
A2	Sample 2	3	1	1	1831934	88.33	0.33
A2	Sample 2	3	1	1	1832500	88.49	0.31
A2	Sample 2	3	1	1	1833034	88.7	0.32
A2	Sample 2	3	1	1	1833617	88.89	0.31
A2	Sample 2	3	1	1	1834184	89.1	0.32
A2	Sample 2	3	1	1	1834750	89.28	0.33
A2	Sample 2	3	1	1	1835317	89.46	0.32
A2	Sample 2	3	1	1	1835884	89.66	0.31
A2	Sample 2	3	1	1	1836467	89.86	0.33
A2	Sample 2	3	1	1	1837050	90.09	0.30
A2	Sample 2	3	1	1	1837617	90.24	0.30
A2	Sample 2	3	1	1	1838184	90.43	0.30
A2	Sample 2	3	1	1	1838750	90.65	0.31
A2	Sample 2	3	1	1	1839317	90.83	0.31
A2	Sample 2	3	1	1	1839884	91.05	0.30
A2	Sample 2	3	1	1	1840450	91.22	0.31
A2	Sample 2	3	1	1	1841017	91.42	0.30
A2	Sample 2	3	1	1	1841617	91.6	0.31
A2	Sample 2	3	1	1	1842134	91.82	0.31
A2	Sample 2	3	1	1	1842717	92.01	0.32
A2	Sample 2	3	1	1	1843300	92.2	0.29
A2	Sample 2	3	1	1	1843867	92.38	0.30
A2	Sample 2	3	1	1	1844434	92.61	0.30
A2	Sample 2	3	1	1	1845017	92.79	0.31
A2	Sample 2	3	1	1	1845584	92.99	0.33
A2	Sample 2	3	1	1	1846150	93.2	0.30
A2	Sample 2	3	1	1	1846717	93.34	0.29
A2	Sample 2	3	1	1	1847284	93.56	0.28
A2	Sample 2	3	1	1	1847851	93.78	0.31
A2	Sample 2	3	1	1	1848384	93.97	0.30
A2	Sample 2	3	1	1	1848950	94.16	0.30
A2	Sample 2	3	1	1	1849517	94.29	0.28
A2	Sample 2	3	1	1	1850067	94.52	0.32
A2	Sample 2	3	1	1	1850634	94.74	0.29
A3	Sample 3	2	2	1	230650	59.92	0.49
A3	Sample 3	2	2	2	269250	59.82	0.99
A3	Sample 3	2	2	3	307967	59.82	0.74
A3	Sample 3	2	2	4	346767	59.84	0.49
A3	Sample 3	2	2	5	385384	59.83	0.87
A3	Sample 3	2	2	6	424200	59.81	0.37
A3	Sample 3	2	2	7	462967	59.83	1.11
A3	Sample 3	2	2	8	501817	59.82	0.74
A3	Sample 3	2	2	9	540567	59.82	0.74
A3	Sample 3	2	2	10	579350	59.82	0.74
A3	Sample 3	2	2	11	617984	59.82	0.62
A3	Sample 3	2	2	12	656767	59.82	0.74
A3	Sample 3	2	2	13	695500	59.82	0.74
A3	Sample 3	2	2	14	734250	59.82	1.73
A3	Sample 3	2	2	15	772851	59.82	1.36
A3	Sample 3	2	2	16	811600	59.81	1.98
A3	Sample 3	2	2	17	850267	59.84	2.84
A3	Sample 3	2	2	18	889067	59.83	3.09
A3	Sample 3	2	2	19	927851	59.83	3.70
A3	Sample 3	2	2	20	966550	59.83	4.94
A3	Sample 3	2	2	21	1005384	59.84	5.07
A3	Sample 3	2	2	22	1044167	59.81	5.43
A3	Sample 3	2	2	23	1082884	59.81	5.79
A3	Sample 3	2	2	24	1121534	59.81	6.42
A3	Sample 3	2	2	25	1160167	59.81	6.44
A3	Sample 3	2	2	26	1198950	59.81	6.94
A3	Sample 3	2	2	27	1237650	59.83	7.32
A3	Sample 3	2	2	28	1276317	59.83	7.67
A3	Sample 3	2	2	29	1315067	59.82	7.79
A3	Sample 3	2	2	30	1353867	59.82	7.79
A3	Sample 3	2	2	31	1392617	59.83	8.03
A3	Sample 3	2	2	32	1431367	59.83	8.39
A3	Sample 3	2	2	33	1470134	59.84	8.77
A3	Sample 3	2	2	34	1508851	59.84	8.50
A3	Sample 3	2	2	35	1547650	59.84	8.54
A3	Sample 3	2	2	36	1586350	59.83	8.63
A3	Sample 3	2	2	37	1625034	59.82	8.75
A3	Sample 3	2	2	38	1663734	59.82	9.18
A3	Sample 3	2	2	39	1702417	59.82	9.02
A3	Sample 3	2	2	40	1741150	59.81	9.01
A3	Sample 3	3	1	1	1748667	59.91	8.16
A3	Sample 3	3	1	1	1749200	59.88	8.16
A3	Sample 3	3	1	1	1749767	59.71	8.15
A3	Sample 3	3	1	1	1750334	59.71	8.18
A3	Sample 3	3	1	1	1750900	59.87	8.18
A3	Sample 3	3	1	1	1751467	60.17	8.21
A3	Sample 3	3	1	1	1752050	60.52	8.22
A3	Sample 3	3	1	1	1752617	60.82	8.17
A3	Sample 3	3	1	1	1753150	61.1	8.10
A3	Sample 3	3	1	1	1753734	61.35	8.06
A3	Sample 3	3	1	1	1754317	61.54	8.05
A3	Sample 3	3	1	1	1754867	61.77	8.00
A3	Sample 3	3	1	1	1755450	61.99	7.95
A3	Sample 3	3	1	1	1756017	62.15	7.96
A3	Sample 3	3	1	1	1756617	62.38	7.87
A3	Sample 3	3	1	1	1757184	62.63	7.77
A3	Sample 3	3	1	1	1757717	62.81	7.75
A3	Sample 3	3	1	1	1758317	63.03	7.76
A3	Sample 3	3	1	1	1758884	63.23	7.72
A3	Sample 3	3	1	1	1759434	63.47	7.68
A3	Sample 3	3	1	1	1760034	63.66	7.61
A3	Sample 3	3	1	1	1760600	63.86	7.55
A3	Sample 3	3	1	1	1761134	64.05	7.56
A3	Sample 3	3	1	1	1761700	64.21	7.48
A3	Sample 3	3	1	1	1762284	64.46	7.46
A3	Sample 3	3	1	1	1762817	64.64	7.40
A3	Sample 3	3	1	1	1763384	64.84	7.35
A3	Sample 3	3	1	1	1763950	65.02	7.33
A3	Sample 3	3	1	1	1764517	65.2	7.24
A3	Sample 3	3	1	1	1765100	65.41	7.25
A3	Sample 3	3	1	1	1765667	65.65	7.18
